Site,Region,Plot#,Species_Code,Latin_Name,SP_Total_Cover
Maspee_G3,MA,338,GAPR,Gaultheria procumbens,2
Maspee_G3,MA,338,MELI,Melampyrum lineare,1
Maspee_G3,MA,340,GABA,Gaylussacia baccata,5
Maspee_G3,MA,340,QUPR,Quercus prinoides,2
Maspee_G3,MA,340,VAPA,Vaccinium pallidum,4
Maspee_G3,MA,340,QUIL,Quercus ilicifolia,2
Maspee_G3,MA,340,MELI,Melampyrum lineare,1
Maspee_G3,MA,340,GAPR,Gaultheria procumbens,2
Maspee_G3,MA,342,QUIL,Quercus ilicifolia,6
Maspee_G3,MA,342,GABA,Gaylussacia baccata,4
Maspee_G3,MA,342,GAPR,Gaultheria procumbens,2
Maspee_G3,MA,344,QUCO,Quercus coccinea,1
Maspee_G3,MA,344,GAPR,Gaultheria procumbens,2
Maspee_G3,MA,344,GABA,Gaylussacia baccata,4
Maspee_G3,MA,344,VAPA,Vaccinium pallidum,4
Maspee_G3,MA,346,QUIL,Quercus ilicifolia,8
Maspee_G3,MA,346,GABA,Gaylussacia baccata,3
Maspee_G3,MA,346,VAPA,Vaccinium pallidum,5
Maspee_G3,MA,346,GAPR,Gaultheria procumbens,2
Maspee_G3,MA,348,GABA,Gaylussacia baccata,7
Maspee_G3,MA,348,GAPR,Gaultheria procumbens,2
Maspee_G3,MA,348,QUIL,Quercus ilicifolia,1
Maspee_G3,MA,350,GABA,Gaylussacia baccata,4
Maspee_G3,MA,350,VAPA,Vaccinium pallidum,3
Maspee_G3,MA,350,GAPR,Gaultheria procumbens,2
CE_BP20,MA,568,SAAL,Sassafras albidum,3
CE_BP20,MA,568,GABA,Gaylussacia baccata,4
CE_BP20,MA,568,VAPA,Vaccinium pallidum,4
CE_BP20,MA,566,PTAQ,Pteridium aquilinum,5
CE_BP20,MA,566,VAPA,Vaccinium pallidum,4
CE_BP20,MA,566,KAAN,Kalmia angustifolium,2
CE_BP20,MA,566,VAAN,Vaccinium angustifolium,3
CE_BP20,MA,566,GABA,Gaylussacia baccata,3
CE_BP20,MA,564,GABA,Gaylussacia baccata,6
CE_BP20,MA,564,PTAQ,Pteridium aquilinum,3
CE_BP20,MA,564,VAPA,Vaccinium pallidum,4
CE_BP20,MA,564,GAPR,Gaultheria procumbens,4
CE_BP20,MA,564,SMGL,Smilax glauca,1
CE_BP20,MA,562,PIRI,Pinus rigida,2
CE_BP20,MA,562,PTAQ,Pteridium aquilinum,5
CE_BP20,MA,562,SAAL,Sassafras albidum,3
CE_BP20,MA,562,GABA,Gaylussacia baccata,3
CE_BP20,MA,562,VAPA,Vaccinium pallidum,3
CE_BP20,MA,562,AMSP,Amelanchier spp.,1
CE_BP20,MA,560,SAAL,Sassafras albidum,3
CE_BP20,MA,560,PIRI,Pinus rigida,1
CE_BP20,MA,560,VAAN,Vaccinium angustifolium,3
CE_BP20,MA,560,PTAQ,Pteridium aquilinum,3
CE_BP20,MA,560,GABA,Gaylussacia baccata,2
CE_BP20,MA,560,VAPA,Vaccinium pallidum,3
CE_BP20,MA,560,KAAN,Kalmia angustifolium,2
CE_BP20,MA,560,GAPR,Gaultheria procumbens,2
CE_BP20,MA,560,CAPE,Carex pensylvanica,4
CE_BP20,MA,558,PIRI,Pinus rigida,3
CE_BP20,MA,558,PTAQ,Pteridium aquilinum,4
CE_BP20,MA,558,GABA,Gaylussacia baccata,3
CE_BP20,MA,558,CAPE,Carex pensylvanica,2
CE_BP20,MA,558,RUSP,Rubus species,3
CE_BP20,MA,558,POUN8,Poacaea sp. 8,1
CE_BP20,MA,558,SMGL,Smilax glauca,2
CE_BP20,MA,558,VAPA,Vaccinium pallidum,3
CE_BP20,MA,558,VAAN,Vaccinium angustifolium,2
CE_BP20,MA,556,GABA,Gaylussacia baccata,3
CE_BP20,MA,556,GAPR,Gaultheria procumbens,3
CE_BP20,MA,554,GABA,Gaylussacia baccata,5
CE_BP20,MA,554,PIRI,Pinus rigida,2
CE_BP20,MA,554,SAAL,Sassafras albidum,2
CE_BP20,MA,554,KAAN,Kalmia angustifolium,2
CE_BP20,MA,554,VAPA,Vaccinium pallidum,4
CE_BP20,MA,554,VAAN,Vaccinium angustifolium,3
CE_BP20,MA,554,GAPR,Gaultheria procumbens,2
CE_BP20,MA,554,ARAR,Aronia arbutifolia,2
CE_BP20,MA,552,PIRI,Pinus rigida,2
CE_BP20,MA,552,SMGL,Smilax glauca,2
CE_BP20,MA,552,GABA,Gaylussacia baccata,5
CE_BP20,MA,552,VAPA,Vaccinium pallidum,4
CE_BP20,MA,550,PTAQ,Pteridium aquilinum,3
CE_BP20,MA,550,GABA,Gaylussacia baccata,3
CE_BP20,MA,550,PIRI,Pinus rigida,2
CE_BP20,MA,550,VAAN,Vaccinium angustifolium,2
CE_BP20,MA,550,SMGL,Smilax glauca,2
CE_BP20,MA,550,CAPE,Carex pensylvanica,1
CE_BP20,MA,548,GABA,Gaylussacia baccata,5
CE_BP20,MA,548,VAPA,Vaccinium pallidum,4
CE_BP20,MA,548,VAAN,Vaccinium angustifolium,2
CE_BP20,MA,548,ARNU,Aralia nudicaulis,3
CE_BP20,MA,548,SAAL,Sassafras albidum,2
CE_BP20,MA,548,QUCO,Quercus coccinea,2
CE_BP20,MA,548,GAPR,Gaultheria procumbens,2
CE_Wheelock,MA,545,PTAQ,Pteridium aquilinum,4
CE_Wheelock,MA,545,GABA,Gaylussacia baccata,2
CE_Wheelock,MA,545,VAPA,Vaccinium pallidum,3
CE_Wheelock,MA,545,GAPR,Gaultheria procumbens,3
CE_Wheelock,MA,545,CAPE,Carex pensylvanica,1
CE_Wheelock,MA,545,VAAN,Vaccinium angustifolium,2
CE_Wheelock,MA,545,SMGL,Smilax glauca,1
CE_Wheelock,MA,543,PTAQ,Pteridium aquilinum,6
CE_Wheelock,MA,543,UVSE,Uvularia sessilifolia,1
CE_Wheelock,MA,543,GABA,Gaylussacia baccata,1
CE_Wheelock,MA,543,SMGL,Smilax glauca,2
CE_Wheelock,MA,543,POUN8,Poacaea sp. 8,1
CE_Wheelock,MA,543,VAAN,Vaccinium angustifolium,2
CE_Wheelock,MA,541,PTAQ,Pteridium aquilinum,3
CE_Wheelock,MA,541,VAPA,Vaccinium pallidum,2
CE_Wheelock,MA,541,GABA,Gaylussacia baccata,1
CE_Wheelock,MA,541,POUN8,Poacaea sp. 8,3
CE_Wheelock,MA,541,LYQU,Lysimachia quadrifolia,1
CE_Wheelock,MA,541,CAPE,Carex pensylvanica,1
CE_Wheelock,MA,541,HECA,Helianthemum canadense,1
CE_Wheelock,MA,539,PIRI,Pinus rigida,2
CE_Wheelock,MA,539,VAPA,Vaccinium pallidum,3
CE_Wheelock,MA,539,GABA,Gaylussacia baccata,3
CE_Wheelock,MA,539,PTAQ,Pteridium aquilinum,3
CE_Wheelock,MA,539,ARNU,Aralia nudicaulis,2
CE_Wheelock,MA,539,VAAN,Vaccinium angustifolium,5
CE_Wheelock,MA,539,KAAN,Kalmia angustifolium,3
CE_Wheelock,MA,537,GABA,Gaylussacia baccata,6
CE_Wheelock,MA,537,VAAN,Vaccinium angustifolium,2
CE_Wheelock,MA,535,QUIL,Quercus ilicifolia,6
CE_Wheelock,MA,535,PIRI,Pinus rigida,3
CE_Wheelock,MA,535,SAAL,Sassafras albidum,3
CE_Wheelock,MA,535,VAPA,Vaccinium pallidum,3
CE_Wheelock,MA,535,GABA,Gaylussacia baccata,3
CE_Wheelock,MA,535,VAAN,Vaccinium angustifolium,2
CE_Wheelock,MA,535,PTAQ,Pteridium aquilinum,4
CE_Wheelock,MA,535,ARAR,Aronia arbutifolia,1
CE_Wheelock,MA,533,VAPA,Vaccinium pallidum,3
CE_Wheelock,MA,533,GABA,Gaylussacia baccata,3
CE_Wheelock,MA,533,PTAQ,Pteridium aquilinum,4
CE_Wheelock,MA,531,PIRI,Pinus rigida,2
CE_Wheelock,MA,531,PTAQ,Pteridium aquilinum,2
CE_Wheelock,MA,531,VAAN,Vaccinium angustifolium,4
CE_Wheelock,MA,531,ARNU,Aralia nudicaulis,2
CE_Wheelock,MA,531,VAPA,Vaccinium pallidum,3
CE_Wheelock,MA,531,ARAR,Aronia arbutifolia,1
CE_Wheelock,MA,531,GABA,Gaylussacia baccata,1
CE_Wheelock,MA,529,QUCO,Quercus coccinea,3
CE_Wheelock,MA,529,PTAQ,Pteridium aquilinum,4
CE_Wheelock,MA,529,AMSP,Amelanchier spp.,2
CE_Wheelock,MA,529,KAAN,Kalmia angustifolium,2
CE_Wheelock,MA,529,GAPR,Gaultheria procumbens,4
CE_Wheelock,MA,529,VAPA,Vaccinium pallidum,2
CE_Wheelock,MA,529,CAPE,Carex pensylvanica,1
CE_Wheelock,MA,529,GABA,Gaylussacia baccata,2
CE_Wheelock,MA,529,VAAN,Vaccinium angustifolium,2
CE_Wheelock,MA,527,SAAL,Sassafras albidum,3
CE_Wheelock,MA,527,PIRI,Pinus rigida,3
CE_Wheelock,MA,527,PTAQ,Pteridium aquilinum,4
CE_Wheelock,MA,527,ARNU,Aralia nudicaulis,3
CE_Wheelock,MA,527,VAPA,Vaccinium pallidum,2
CE_Wheelock,MA,527,GABA,Gaylussacia baccata,2
CE_Wheelock,MA,527,GAPR,Gaultheria procumbens,2
CE_Wheelock,MA,525,PIRI,Pinus rigida,3
CE_Wheelock,MA,525,VAPA,Vaccinium pallidum,3
CE_Wheelock,MA,525,KAAN,Kalmia angustifolium,2
CE_Wheelock,MA,525,GABA,Gaylussacia baccata,2
CE_Wheelock,MA,525,PTAQ,Pteridium aquilinum,3
