Site,Region,Plot_No,Species_Code,Latin_Name,SP_Total_Cover
APB_Dandy,ALB,836,ACRU,Acer rubrum,3
APB_Dandy,ALB,836,PTAQ,Pteridium aquilinum,4
APB_Dandy,ALB,836,PAQU,Parthenocissus quinquefolia,4
APB_Dandy,ALB,836,VAPA,Vaccinium pallidum,3
APB_Dandy,ALB,836,MASP,Malus species,3
APB_Dandy,ALB,836,GABA,Gaylussacia baccata,2
APB_Dandy,ALB,836,RUSP,Rubus species,2
APB_Dandy,ALB,834,QUPR,Quercus prinoides,3
APB_Dandy,ALB,834,RUSP,Rubus species,2
APB_Dandy,ALB,834,FRSP,Fragaria species,3
APB_Dandy,ALB,834,POUN11,Poacaea sp. 11,4
APB_Dandy,ALB,834,CAPE,Carex pensylvanica,4
APB_Dandy,ALB,834,SORU,Solidago rugosa,3
APB_Dandy,ALB,834,CEAM,Ceanothus americanus,3
APB_Dandy,ALB,834,PTAQ,Pteridium aquilinum,2
APB_Dandy,ALB,834,FOUN6,Forb unknown 6,2
APB_Dandy,ALB,832,QUPR,Quercus prinoides,7
APB_Dandy,ALB,832,AMSP,Amelanchier spp.,2
APB_Dandy,ALB,832,ACRU,Acer rubrum,2
APB_Dandy,ALB,832,VAPA,Vaccinium pallidum,3
APB_Dandy,ALB,832,GABA,Gaylussacia baccata,2
APB_Dandy,ALB,832,MELI,Melampyrum lineare,2
APB_Dandy,ALB,832,PTAQ,Pteridium aquilinum,2
APB_Dandy,ALB,832,ARME,Aronia melanocarpa,1
APB_Dandy,ALB,830,QUIL,Quercus ilicifolia,6
APB_Dandy,ALB,830,ACRU,Acer rubrum,2
APB_Dandy,ALB,830,PTAQ,Pteridium aquilinum,3
APB_Dandy,ALB,830,CAPE,Carex pensylvanica,5
APB_Dandy,ALB,830,CEOR,Celastrus orbiculatus,2
APB_Dandy,ALB,830,RUSP,Rubus species,2
APB_Dandy,ALB,830,LYQU,Lysimachia quadrifolia,2
APB_Dandy,ALB,830,ARNU,Aralia nudicaulis,2
APB_Dandy,ALB,830,VAAN,Vaccinium angustifolium,2
APB_Dandy,ALB,830,RASP1,Ranunculus species 1,1
APB_Dandy,ALB,828,QUIL,Quercus ilicifolia,2
APB_Dandy,ALB,828,COUM,Comandra umbellata,1
APB_Dandy,ALB,828,CAPE,Carex pensylvanica,5
APB_Dandy,ALB,828,POUN11,Poacaea sp. 11,1
APB_Dandy,ALB,828,LYQU,Lysimachia quadrifolia,2
APB_Dandy,ALB,828,VAPA,Vaccinium pallidum,1
APB_Dandy,ALB,828,PIRI,Pinus rigida,1
APB_Dandy,ALB,826,PRSE,Prunus serotina,2
APB_Dandy,ALB,826,QUPR,Quercus prinoides,3
APB_Dandy,ALB,826,QUIL,Quercus ilicifolia,6
APB_Dandy,ALB,826,RUSP,Rubus species,2
APB_Dandy,ALB,826,LYQU,Lysimachia quadrifolia,2
APB_Dandy,ALB,826,GABA,Gaylussacia baccata,2
APB_Dandy,ALB,826,CEOR,Celastrus orbiculatus,2
APB_Dandy,ALB,826,CAPE,Carex pensylvanica,3
APB_Dandy,ALB,826,FOUN4,Forb unknown 4,1
APB_Dandy,ALB,826,SOSP,Solidago species,2
APB_Dandy,ALB,826,VEOF,Veronica officinalis,2
APB_Dandy,ALB,826,MELI,Melampyrum lineare,2
APB_Dandy,ALB,824,PIRI,Pinus rigida,1
APB_Dandy,ALB,824,ACRU,Acer rubrum,1
APB_Dandy,ALB,824,QUIL,Quercus ilicifolia,5
APB_Dandy,ALB,824,QUPR,Quercus prinoides,2
APB_Dandy,ALB,824,POUN11,Poacaea sp. 11,2
APB_Dandy,ALB,824,CEOR,Celastrus orbiculatus,3
APB_Dandy,ALB,824,PTAQ,Pteridium aquilinum,5
APB_Dandy,ALB,824,RUSP,Rubus species,2
APB_Dandy,ALB,824,FRSP,Fragaria species,2
APB_Dandy,ALB,824,CAPE,Carex pensylvanica,1
APB_Dandy,ALB,822,PTAQ,Pteridium aquilinum,4
APB_Dandy,ALB,822,CAPE,Carex pensylvanica,3
APB_Dandy,ALB,822,POUN11,Poacaea sp. 11,2
APB_Dandy,ALB,822,GABA,Gaylussacia baccata,2
APB_Dandy,ALB,822,MELI,Melampyrum lineare,2
APB_Dandy,ALB,822,DECA,Desmodium canadense,2
APB_Dandy,ALB,822,VAPA,Vaccinium pallidum,1
APB_Dandy,ALB,822,SORU,Solidago rugosa,2
APB_Dandy,ALB,820,QUIL,Quercus ilicifolia,2
APB_Dandy,ALB,820,ACRU,Acer rubrum,1
APB_Dandy,ALB,820,AMSP,Amelanchier spp.,1
APB_Dandy,ALB,820,PTAQ,Pteridium aquilinum,5
APB_Dandy,ALB,820,RUSP,Rubus species,2
APB_Dandy,ALB,820,MELI,Melampyrum lineare,1
APB_Dandy,ALB,820,GAPR,Gaultheria procumbens,2
APB_Dandy,ALB,820,CAPE,Carex pensylvanica,3
APB_Dandy,ALB,820,POUN11,Poacaea sp. 11,2
APB_Dandy,ALB,820,ARNU,Aralia nudicaulis,2
APB_Chubb_E,ALB,888,AMSP,Amelanchier spp.,1
APB_Chubb_E,ALB,888,MASP,Malus species,2
APB_Chubb_E,ALB,888,QUPR,Quercus prinoides,2
APB_Chubb_E,ALB,888,QUIL,Quercus ilicifolia,3
APB_Chubb_E,ALB,888,ACRU,Acer rubrum,2
APB_Chubb_E,ALB,888,PRSE,Prunus serotina,2
APB_Chubb_E,ALB,888,RUSP,Rubus species,4
APB_Chubb_E,ALB,888,CEOR,Celastrus orbiculatus,4
APB_Chubb_E,ALB,888,PTAQ,Pteridium aquilinum,4
APB_Chubb_E,ALB,888,VAPA,Vaccinium pallidum,2
APB_Chubb_E,ALB,888,CAPE,Carex pensylvanica,4
APB_Chubb_E,ALB,888,PAQU,Parthenocissus quinquefolia,3
APB_Chubb_E,ALB,888,GASP,Galium species,1
APB_Chubb_E,ALB,888,RHCA,Rhamnus cathartica,2
APB_Chubb_E,ALB,886,ACRU,Acer rubrum,2
APB_Chubb_E,ALB,886,PRSE,Prunus serotina,3
APB_Chubb_E,ALB,886,VAPA,Vaccinium pallidum,5
APB_Chubb_E,ALB,886,PTAQ,Pteridium aquilinum,4
APB_Chubb_E,ALB,886,PODE,Populus deltoides,2
APB_Chubb_E,ALB,886,LYQU,Lysimachia quadrifolia,2
APB_Chubb_E,ALB,886,COAM,Corylus americana,2
APB_Chubb_E,ALB,886,PAQU,Parthenocissus quinquefolia,3
APB_Chubb_E,ALB,886,CAPE,Carex pensylvanica,1
APB_Chubb_E,ALB,886,CEOR,Celastrus orbiculatus,2
APB_Chubb_E,ALB,886,GABA,Gaylussacia baccata,2
APB_Chubb_E,ALB,884,PRSE,Prunus serotina,1
APB_Chubb_E,ALB,884,BELE,Betula lenta,7
APB_Chubb_E,ALB,884,CEOR,Celastrus orbiculatus,4
APB_Chubb_E,ALB,884,PAQU,Parthenocissus quinquefolia,4
APB_Chubb_E,ALB,884,COAM,Corylus americana,2
APB_Chubb_E,ALB,884,VISP,Viola species,2
APB_Chubb_E,ALB,884,GASP,Galium species,2
APB_Chubb_E,ALB,884,CAPE,Carex pensylvanica,1
APB_Chubb_E,ALB,884,RUSP,Rubus species,3
APB_Chubb_E,ALB,884,LYQU,Lysimachia quadrifolia,1
APB_Chubb_E,ALB,884,QUCO,Quercus coccinea,5
APB_Chubb_E,ALB,884,CAUN12,Carex unknown 12,1
APB_Chubb_E,ALB,882,COAM,Corylus americana,6
APB_Chubb_E,ALB,882,CAPE,Carex pensylvanica,8
APB_Chubb_E,ALB,882,CEOR,Celastrus orbiculatus,4
APB_Chubb_E,ALB,882,RUSP,Rubus species,3
APB_Chubb_E,ALB,882,OXST,Oxalis stricta,1
APB_Chubb_E,ALB,882,ALPE,Alliaria petiolata,1
APB_Chubb_E,ALB,882,GASP,Galium species,1
APB_Chubb_E,ALB,882,VISP,Viola species,1
APB_Chubb_E,ALB,880,QUPR,Quercus prinoides,5
APB_Chubb_E,ALB,880,PRSE,Prunus serotina,2
APB_Chubb_E,ALB,880,ACRU,Acer rubrum,2
APB_Chubb_E,ALB,880,COAM,Corylus americana,3
APB_Chubb_E,ALB,880,MICA,Maianthemum canadense,2
APB_Chubb_E,ALB,880,PAQU,Parthenocissus quinquefolia,3
APB_Chubb_E,ALB,880,CEOR,Celastrus orbiculatus,3
APB_Chubb_E,ALB,880,RUSP,Rubus species,2
APB_Chubb_E,ALB,880,FRSP,Fragaria species,2
APB_Chubb_E,ALB,880,VAPA,Vaccinium pallidum,1
APB_Chubb_E,ALB,880,GABA,Gaylussacia baccata,2
APB_Chubb_E,ALB,878,ACRU,Acer rubrum,4
APB_Chubb_E,ALB,878,QUIL,Quercus ilicifolia,1
APB_Chubb_E,ALB,878,PRSE,Prunus serotina,2
APB_Chubb_E,ALB,878,QUPR,Quercus prinoides,4
APB_Chubb_E,ALB,878,PIRI,Pinus rigida,1
APB_Chubb_E,ALB,878,PTAQ,Pteridium aquilinum,4
APB_Chubb_E,ALB,878,GABA,Gaylussacia baccata,2
APB_Chubb_E,ALB,878,VAPA,Vaccinium pallidum,4
APB_Chubb_E,ALB,878,RUSP,Rubus species,3
APB_Chubb_E,ALB,878,FRSP,Fragaria species,2
APB_Chubb_E,ALB,876,GASP,Galium species,2
APB_Chubb_E,ALB,876,VIAE,Vitis aestivalis,4
APB_Chubb_E,ALB,876,QUPR,Quercus prinoides,4
APB_Chubb_E,ALB,876,ACRU,Acer rubrum,4
APB_Chubb_E,ALB,876,QUIL,Quercus ilicifolia,2
APB_Chubb_E,ALB,876,CAPE,Carex pensylvanica,6
APB_Chubb_E,ALB,876,CEOR,Celastrus orbiculatus,4
APB_Chubb_E,ALB,876,RUSP,Rubus species,3
APB_Chubb_E,ALB,876,PAQU,Parthenocissus quinquefolia,3
APB_Chubb_E,ALB,876,POUN10,Poacaea sp. 10,2
APB_Chubb_E,ALB,876,PTAQ,Pteridium aquilinum,2
APB_Chubb_E,ALB,874,BELE,Betula lenta,7
APB_Chubb_E,ALB,874,PIRI,Pinus rigida,1
APB_Chubb_E,ALB,874,ACRU,Acer rubrum,3
APB_Chubb_E,ALB,874,PAQU,Parthenocissus quinquefolia,4
APB_Chubb_E,ALB,874,PRSE,Prunus serotina,3
APB_Chubb_E,ALB,874,PTAQ,Pteridium aquilinum,4
APB_Chubb_E,ALB,874,VAAN,Vaccinium angustifolium,1
APB_Chubb_E,ALB,874,RUSP,Rubus species,2
APB_Chubb_E,ALB,874,COAM,Corylus americana,3
APB_Chubb_E,ALB,874,GABA,Gaylussacia baccata,1
APB_Chubb_E,ALB,874,VAPA,Vaccinium pallidum,4
APB_Chubb_E,ALB,874,SORU,Solidago rugosa,1
APB_Chubb_E,ALB,872,ACRU,Acer rubrum,3
APB_Chubb_E,ALB,872,QUIL,Quercus ilicifolia,6
APB_Chubb_E,ALB,872,RUSP,Rubus species,3
APB_Chubb_E,ALB,872,SORU,Solidago rugosa,1
APB_Chubb_E,ALB,872,PTAQ,Pteridium aquilinum,2
APB_Chubb_E,ALB,872,CAPE,Carex pensylvanica,1
APB_Chubb_E,ALB,872,VAPA,Vaccinium pallidum,2
APB_Chubb_E,ALB,872,COAM,Corylus americana,2
APB_Chubb_E,ALB,872,QUCO,Quercus coccinea,4
APB_Chubb_E,ALB,870,ACRU,Acer rubrum,1
APB_Chubb_E,ALB,870,QUIL,Quercus ilicifolia,7
APB_Chubb_E,ALB,870,RUSP,Rubus species,3
APB_Chubb_E,ALB,870,COAM,Corylus americana,3
APB_Chubb_E,ALB,870,CAPE,Carex pensylvanica,2
APB_Chubb_E,ALB,870,VAPA,Vaccinium pallidum,2
APB_Chubb_E,ALB,870,MELI,Melampyrum lineare,2
APB_Chubb_E,ALB,870,LYQU,Lysimachia quadrifolia,2
APB_Chubb_E,ALB,870,GABA,Gaylussacia baccata,2
APB_Chubb_E,ALB,868,ACRU,Acer rubrum,1
APB_Chubb_E,ALB,868,QUIL,Quercus ilicifolia,5
APB_Chubb_E,ALB,868,RUSP,Rubus species,4
APB_Chubb_E,ALB,868,CEOR,Celastrus orbiculatus,2
TNCO_ESDB2,NH,281,GAPR,Gaultheria procumbens,4
TNCO_ESDB2,NH,281,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,281,QUIL,Quercus ilicifolia,3
TNCO_ESDB2,NH,281,PTAQ,Pteridium aquilinum,4
TNCO_ESDB2,NH,281,CAPE,Carex pensylvanica,1
TNCO_ESDB2,NH,283,VAAN,Vaccinium angustifolium,5
TNCO_ESDB2,NH,283,CAPE,Carex pensylvanica,3
TNCO_ESDB2,NH,283,PTAQ,Pteridium aquilinum,4
TNCO_ESDB2,NH,283,GAPR,Gaultheria procumbens,3
TNCO_ESDB2,NH,285,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,285,GAPR,Gaultheria procumbens,3
TNCO_ESDB2,NH,285,PTAQ,Pteridium aquilinum,3
TNCO_ESDB2,NH,285,QUIL,Quercus ilicifolia,5
TNCO_ESDB2,NH,285,CAPE,Carex pensylvanica,3
TNCO_ESDB2,NH,287,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,287,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,287,GAPR,Gaultheria procumbens,1
TNCO_ESDB2,NH,287,QUIL,Quercus ilicifolia,3
TNCO_ESDB2,NH,287,POUN8,Poacaea sp. 8,2
TNCO_ESDB2,NH,289,VAAN,Vaccinium angustifolium,4
TNCO_ESDB2,NH,289,QUIL,Quercus ilicifolia,4
TNCO_ESDB2,NH,289,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,291,VAAN,Vaccinium angustifolium,5
TNCO_ESDB2,NH,291,PTAQ,Pteridium aquilinum,4
TNCO_ESDB2,NH,291,QUIL,Quercus ilicifolia,3
TNCO_ESDB2,NH,291,GAPR,Gaultheria procumbens,4
TNCO_ESDB2,NH,291,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,293,VAAN,Vaccinium angustifolium,5
TNCO_ESDB2,NH,293,PTAQ,Pteridium aquilinum,3
TNCO_ESDB2,NH,293,GAPR,Gaultheria procumbens,4
TNCO_ESDB2,NH,293,ARME,Aronia melanocarpa,1
TNCO_ESDB2,NH,293,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,295,VAAN,Vaccinium angustifolium,8
TNCO_ESDB2,NH,295,PTAQ,Pteridium aquilinum,3
TNCO_ESDB2,NH,295,QUIL,Quercus ilicifolia,3
TNCO_ESDB2,NH,295,GAPR,Gaultheria procumbens,4
TNCO_ESDB2,NH,295,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,297,VAAN,Vaccinium angustifolium,8
TNCO_ESDB2,NH,297,CAPE,Carex pensylvanica,4
TNCO_ESDB2,NH,297,PTAQ,Pteridium aquilinum,5
TNCO_ESDB2,NH,299,QUIL,Quercus ilicifolia,2
TNCO_ESDB2,NH,299,PIST,Pinus strobus,2
TNCO_ESDB2,NH,299,PIRI,Pinus rigida,1
TNCO_ESDB2,NH,299,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,299,CAPE,Carex pensylvanica,1
TNCO_ESDB2,NH,299,KAAN,Kalmia angustifolium,2
TNCO_ESDB2,NH,299,GAPR,Gaultheria procumbens,1
TNCO_ESDB2,NH,301,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,301,CAPE,Carex pensylvanica,4
TNCO_ESDB2,NH,301,GAPR,Gaultheria procumbens,2
TNCO_ESDB2,NH,301,POUN8,Poacaea sp. 8,2
TNCO_ESDB2,NH,301,VAPA,Vaccinium pallidum,4
TNCO_ESDB2,NH,303,COPE,Comptonia peregrina,4
TNCO_ESDB2,NH,303,VAAN,Vaccinium angustifolium,8
TNCO_ESDB2,NH,303,PTAQ,Pteridium aquilinum,2
TNCO_ESDB2,NH,303,GAPR,Gaultheria procumbens,3
TNCO_ESDB2,NH,303,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,303,AMSP,Amelanchier spp.,1
TNCO_WB1,NH,236,COPE,Comptonia peregrina,3
TNCO_WB1,NH,236,GAPR,Gaultheria procumbens,3
TNCO_WB1,NH,236,VAMY,Vaccinium myrtilloides,2
TNCO_WB1,NH,236,PTAQ,Pteridium aquilinum,3
TNCO_WB1,NH,236,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,236,VAAN,Vaccinium angustifolium,2
TNCO_WB1,NH,236,LYQU,Lysimachia quadrifolia,1
TNCO_WB1,NH,236,LYBO,Lysimachia borealis,1
TNCO_WB1,NH,236,QUIL,Quercus ilicifolia,1
TNCO_WB1,NH,238,VAAN,Vaccinium angustifolium,6
TNCO_WB1,NH,238,GAPR,Gaultheria procumbens,3
TNCO_WB1,NH,238,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,238,PTAQ,Pteridium aquilinum,4
TNCO_WB1,NH,238,QUIL,Quercus ilicifolia,3
TNCO_WB1,NH,240,VAAN,Vaccinium angustifolium,8
TNCO_WB1,NH,240,PTAQ,Pteridium aquilinum,4
TNCO_WB1,NH,240,COPE,Comptonia peregrina,2
TNCO_WB1,NH,240,GAPR,Gaultheria procumbens,2
TNCO_WB1,NH,240,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,242,VAAN,Vaccinium angustifolium,6
TNCO_WB1,NH,242,GAPR,Gaultheria procumbens,2
TNCO_WB1,NH,242,PTAQ,Pteridium aquilinum,3
TNCO_WB1,NH,242,QUIL,Quercus ilicifolia,5
TNCO_WB1,NH,242,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,244,VAAN,Vaccinium angustifolium,5
TNCO_WB1,NH,244,GAPR,Gaultheria procumbens,3
TNCO_WB1,NH,244,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,244,QUIL,Quercus ilicifolia,2
TNCO_WB1,NH,244,PTAQ,Pteridium aquilinum,2
TNCO_WB1,NH,246,VAAN,Vaccinium angustifolium,4
TNCO_WB1,NH,246,GAPR,Gaultheria procumbens,2
TNCO_WB1,NH,246,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,246,AMSP,Amelanchier spp.,1
TNCO_WB1,NH,248,QUIL,Quercus ilicifolia,5
TNCO_WB1,NH,248,VAAN,Vaccinium angustifolium,2
TNCO_WB1,NH,248,GAPR,Gaultheria procumbens,4
TNCO_WB1,NH,248,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,248,LYBO,Lysimachia borealis,1
TNCO_WB1,NH,248,MELI,Melampyrum lineare,1
TNCO_WB1,NH,250,VAAN,Vaccinium angustifolium,2
TNCO_WB1,NH,250,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,250,PIRI,Pinus rigida,1
TNCO_WB1,NH,252,POUN1,Poaceae sp. 1,1
TNCO_WB1,NH,252,VAAN,Vaccinium angustifolium,7
TNCO_WB1,NH,252,CAPE,Carex pensylvanica,3
TNCO_WB1,NH,252,AMSP,Amelanchier spp.,2
TNCO_WB1,NH,254,COPE,Comptonia peregrina,3
TNCO_WB1,NH,254,VAAN,Vaccinium angustifolium,3
TNCO_WB1,NH,254,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,256,VAAN,Vaccinium angustifolium,7
TNCO_WB1,NH,256,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,256,AMSP,Amelanchier spp.,3
TNCO_WB1,NH,256,COPE,Comptonia peregrina,2
TNCO_WB1,NH,256,PRSE,Prunus serotina,2
TNCO_WB1,NH,256,POUN1,Poaceae sp. 1,1
TNCO_WB1,NH,256,RUSP,Rubus species,1
TNCO_ESDB1,NH,957,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,957,VAAN,Vaccinium angustifolium,4
TNCO_ESDB1,NH,957,COPE,Comptonia peregrina,5
TNCO_ESDB1,NH,957,CAPE,Carex pensylvanica,4
TNCO_ESDB1,NH,957,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,957,PTAQ,Pteridium aquilinum,3
TNCO_ESDB1,NH,955,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,955,VAAN,Vaccinium angustifolium,7
TNCO_ESDB1,NH,955,PTAQ,Pteridium aquilinum,5
TNCO_ESDB1,NH,955,COPE,Comptonia peregrina,3
TNCO_ESDB1,NH,955,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,955,GAPR,Gaultheria procumbens,4
TNCO_ESDB1,NH,955,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,953,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,953,PTAQ,Pteridium aquilinum,5
TNCO_ESDB1,NH,953,COPE,Comptonia peregrina,4
TNCO_ESDB1,NH,953,VAAN,Vaccinium angustifolium,6
TNCO_ESDB1,NH,953,GAPR,Gaultheria procumbens,3
TNCO_ESDB1,NH,953,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,953,MELI,Melampyrum lineare,2
TNCO_ESDB1,NH,951,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,951,GAPR,Gaultheria procumbens,4
TNCO_ESDB1,NH,951,VAAN,Vaccinium angustifolium,5
TNCO_ESDB1,NH,951,COPE,Comptonia peregrina,2
TNCO_ESDB1,NH,951,PTAQ,Pteridium aquilinum,4
TNCO_ESDB1,NH,951,CAPE,Carex pensylvanica,2
TNCO_ESDB1,NH,949,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,949,PTAQ,Pteridium aquilinum,4
TNCO_ESDB1,NH,949,COPE,Comptonia peregrina,4
TNCO_ESDB1,NH,949,VAAN,Vaccinium angustifolium,3
TNCO_ESDB1,NH,949,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,949,CAPE,Carex pensylvanica,4
TNCO_ESDB1,NH,949,VAMY,Vaccinium myrtilloides,2
TNCO_ESDB1,NH,949,RUSP,Rubus species,2
TNCO_ESDB1,NH,947,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,947,PTAQ,Pteridium aquilinum,6
TNCO_ESDB1,NH,947,VAAN,Vaccinium angustifolium,5
TNCO_ESDB1,NH,947,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,947,CAPE,Carex pensylvanica,2
TNCO_ESDB1,NH,947,LYBO,Lysimachia borealis,1
TNCO_ESDB1,NH,947,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,947,VINU,Viburnum nudum var cassinoides,2
TNCO_ESDB1,NH,947,UVSE,Uvularia sessilifolia,1
TNCO_ESDB1,NH,947,PRSE,Prunus serotina,1
TNCO_ESDB1,NH,945,PTAQ,Pteridium aquilinum,6
TNCO_ESDB1,NH,945,COPE,Comptonia peregrina,6
TNCO_ESDB1,NH,945,VAAN,Vaccinium angustifolium,7
TNCO_ESDB1,NH,945,QUIL,Quercus ilicifolia,4
TNCO_ESDB1,NH,945,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,945,CAPE,Carex pensylvanica,2
TNCO_ESDB1,NH,943,QUIL,Quercus ilicifolia,6
