Site,Region,Plot#,Species_Code,Latin_Name,SP_Total_Cover
TNCO_ESDB2,NH,295,VAAN,Vaccinium angustifolium,8
TNCO_ESDB2,NH,295,PTAQ,Pteridium aquilinum,3
TNCO_ESDB2,NH,295,QUIL,Quercus ilicifolia,3
TNCO_ESDB2,NH,295,GAPR,Gaultheria procumbens,4
TNCO_ESDB2,NH,295,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,297,VAAN,Vaccinium angustifolium,8
TNCO_ESDB2,NH,297,CAPE,Carex pensylvanica,4
TNCO_ESDB2,NH,297,PTAQ,Pteridium aquilinum,5
TNCO_ESDB2,NH,299,QUIL,Quercus ilicifolia,2
TNCO_ESDB2,NH,299,PIST,Pinus strobus,2
TNCO_ESDB2,NH,299,PIRI,Pinus rigida,1
TNCO_ESDB2,NH,299,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,299,CAPE,Carex pensylvanica,1
TNCO_ESDB2,NH,299,KAAN,Kalmia angustifolium,2
TNCO_ESDB2,NH,299,GAPR,Gaultheria procumbens,1
TNCO_ESDB2,NH,301,VAAN,Vaccinium angustifolium,3
TNCO_ESDB2,NH,301,CAPE,Carex pensylvanica,4
TNCO_ESDB2,NH,301,GAPR,Gaultheria procumbens,2
TNCO_ESDB2,NH,301,POUN8,Poacaea sp. 8,2
TNCO_ESDB2,NH,301,VAPA,Vaccinium pallidum,4
TNCO_ESDB2,NH,303,COPE,Comptonia peregrina,4
TNCO_ESDB2,NH,303,VAAN,Vaccinium angustifolium,8
TNCO_ESDB2,NH,303,PTAQ,Pteridium aquilinum,2
TNCO_ESDB2,NH,303,GAPR,Gaultheria procumbens,3
TNCO_ESDB2,NH,303,CAPE,Carex pensylvanica,2
TNCO_ESDB2,NH,303,AMSP,Amelanchier spp.,1
TNCO_WB1,NH,236,COPE,Comptonia peregrina,3
TNCO_WB1,NH,236,GAPR,Gaultheria procumbens,3
TNCO_WB1,NH,236,VAMY,Vaccinium myrtilloides,2
TNCO_WB1,NH,236,PTAQ,Pteridium aquilinum,3
TNCO_WB1,NH,236,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,236,VAAN,Vaccinium angustifolium,2
TNCO_WB1,NH,236,LYQU,Lysimachia quadrifolia,1
TNCO_WB1,NH,236,LYBO,Lysimachia borealis,1
TNCO_WB1,NH,236,QUIL,Quercus ilicifolia,1
TNCO_WB1,NH,238,VAAN,Vaccinium angustifolium,6
TNCO_WB1,NH,238,GAPR,Gaultheria procumbens,3
TNCO_WB1,NH,238,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,238,PTAQ,Pteridium aquilinum,4
TNCO_WB1,NH,238,QUIL,Quercus ilicifolia,3
TNCO_WB1,NH,240,VAAN,Vaccinium angustifolium,8
TNCO_WB1,NH,240,PTAQ,Pteridium aquilinum,4
TNCO_WB1,NH,240,COPE,Comptonia peregrina,2
TNCO_WB1,NH,240,GAPR,Gaultheria procumbens,2
TNCO_WB1,NH,240,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,242,VAAN,Vaccinium angustifolium,6
TNCO_WB1,NH,242,GAPR,Gaultheria procumbens,2
TNCO_WB1,NH,242,PTAQ,Pteridium aquilinum,3
TNCO_WB1,NH,242,QUIL,Quercus ilicifolia,5
TNCO_WB1,NH,242,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,244,VAAN,Vaccinium angustifolium,5
TNCO_WB1,NH,244,GAPR,Gaultheria procumbens,3
TNCO_WB1,NH,244,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,244,QUIL,Quercus ilicifolia,2
TNCO_WB1,NH,244,PTAQ,Pteridium aquilinum,2
TNCO_WB1,NH,246,VAAN,Vaccinium angustifolium,4
TNCO_WB1,NH,246,GAPR,Gaultheria procumbens,2
TNCO_WB1,NH,246,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,246,AMSP,Amelanchier spp.,1
TNCO_WB1,NH,248,QUIL,Quercus ilicifolia,5
TNCO_WB1,NH,248,VAAN,Vaccinium angustifolium,2
TNCO_WB1,NH,248,GAPR,Gaultheria procumbens,4
TNCO_WB1,NH,248,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,248,LYBO,Lysimachia borealis,1
TNCO_WB1,NH,248,MELI,Melampyrum lineare,1
TNCO_WB1,NH,250,VAAN,Vaccinium angustifolium,2
TNCO_WB1,NH,250,CAPE,Carex pensylvanica,1
TNCO_WB1,NH,250,PIRI,Pinus rigida,1
TNCO_WB1,NH,252,POUN1,Poaceae sp. 1,1
TNCO_WB1,NH,252,VAAN,Vaccinium angustifolium,7
TNCO_WB1,NH,252,CAPE,Carex pensylvanica,3
TNCO_WB1,NH,252,AMSP,Amelanchier spp.,2
TNCO_WB1,NH,254,COPE,Comptonia peregrina,3
TNCO_WB1,NH,254,VAAN,Vaccinium angustifolium,3
TNCO_WB1,NH,254,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,256,VAAN,Vaccinium angustifolium,7
TNCO_WB1,NH,256,CAPE,Carex pensylvanica,2
TNCO_WB1,NH,256,AMSP,Amelanchier spp.,3
TNCO_WB1,NH,256,COPE,Comptonia peregrina,2
TNCO_WB1,NH,256,PRSE,Prunus serotina,2
TNCO_WB1,NH,256,POUN1,Poaceae sp. 1,1
TNCO_WB1,NH,256,RUSP,Rubus species,1
TNCO_ESDB1,NH,957,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,957,VAAN,Vaccinium angustifolium,4
TNCO_ESDB1,NH,957,COPE,Comptonia peregrina,5
TNCO_ESDB1,NH,957,CAPE,Carex pensylvanica,4
TNCO_ESDB1,NH,957,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,957,PTAQ,Pteridium aquilinum,3
TNCO_ESDB1,NH,955,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,955,VAAN,Vaccinium angustifolium,7
TNCO_ESDB1,NH,955,PTAQ,Pteridium aquilinum,5
TNCO_ESDB1,NH,955,COPE,Comptonia peregrina,3
TNCO_ESDB1,NH,955,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,955,GAPR,Gaultheria procumbens,4
TNCO_ESDB1,NH,955,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,953,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,953,PTAQ,Pteridium aquilinum,5
TNCO_ESDB1,NH,953,COPE,Comptonia peregrina,4
TNCO_ESDB1,NH,953,VAAN,Vaccinium angustifolium,6
TNCO_ESDB1,NH,953,GAPR,Gaultheria procumbens,3
TNCO_ESDB1,NH,953,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,953,MELI,Melampyrum lineare,2
TNCO_ESDB1,NH,951,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,951,GAPR,Gaultheria procumbens,4
TNCO_ESDB1,NH,951,VAAN,Vaccinium angustifolium,5
TNCO_ESDB1,NH,951,COPE,Comptonia peregrina,2
TNCO_ESDB1,NH,951,PTAQ,Pteridium aquilinum,4
TNCO_ESDB1,NH,951,CAPE,Carex pensylvanica,2
TNCO_ESDB1,NH,949,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,949,PTAQ,Pteridium aquilinum,4
TNCO_ESDB1,NH,949,COPE,Comptonia peregrina,4
TNCO_ESDB1,NH,949,VAAN,Vaccinium angustifolium,3
TNCO_ESDB1,NH,949,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,949,CAPE,Carex pensylvanica,4
TNCO_ESDB1,NH,949,VAMY,Vaccinium myrtilloides,2
TNCO_ESDB1,NH,949,RUSP,Rubus species,2
TNCO_ESDB1,NH,947,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,947,PTAQ,Pteridium aquilinum,6
TNCO_ESDB1,NH,947,VAAN,Vaccinium angustifolium,5
TNCO_ESDB1,NH,947,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,947,CAPE,Carex pensylvanica,2
TNCO_ESDB1,NH,947,LYBO,Lysimachia borealis,1
TNCO_ESDB1,NH,947,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,947,VINU,Viburnum nudum var cassinoides,2
TNCO_ESDB1,NH,947,UVSE,Uvularia sessilifolia,1
TNCO_ESDB1,NH,947,PRSE,Prunus serotina,1
TNCO_ESDB1,NH,945,PTAQ,Pteridium aquilinum,6
TNCO_ESDB1,NH,945,COPE,Comptonia peregrina,6
TNCO_ESDB1,NH,945,VAAN,Vaccinium angustifolium,7
TNCO_ESDB1,NH,945,QUIL,Quercus ilicifolia,4
TNCO_ESDB1,NH,945,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,945,CAPE,Carex pensylvanica,2
TNCO_ESDB1,NH,943,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,943,COPE,Comptonia peregrina,5
TNCO_ESDB1,NH,943,VAAN,Vaccinium angustifolium,5
TNCO_ESDB1,NH,943,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,943,LYQU,Lysimachia quadrifolia,2
TNCO_ESDB1,NH,943,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,943,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,943,UVSE,Uvularia sessilifolia,1
TNCO_ESDB1,NH,943,PTAQ,Pteridium aquilinum,3
TNCO_ESDB1,NH,941,QUIL,Quercus ilicifolia,7
TNCO_ESDB1,NH,941,PTAQ,Pteridium aquilinum,5
TNCO_ESDB1,NH,941,MELI,Melampyrum lineare,2
TNCO_ESDB1,NH,941,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,941,VAAN,Vaccinium angustifolium,4
TNCO_ESDB1,NH,941,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,939,PRSE,Prunus serotina,2
TNCO_ESDB1,NH,939,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,939,COPE,Comptonia peregrina,4
TNCO_ESDB1,NH,939,PTAQ,Pteridium aquilinum,4
TNCO_ESDB1,NH,939,VAAN,Vaccinium angustifolium,8
TNCO_ESDB1,NH,939,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,939,CAPE,Carex pensylvanica,4
TNCO_ESDB1,NH,939,ARME,Aronia melanocarpa,2
TNCO_ESDB1,NH,937,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,937,COPE,Comptonia peregrina,5
TNCO_ESDB1,NH,937,VAAN,Vaccinium angustifolium,8
TNCO_ESDB1,NH,937,CAPE,Carex pensylvanica,3
